x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000209, 0.000440, -0.000227 
-0.000214, 0.000450, -0.000232 
-0.000222, 0.000467, -0.000241 
-0.000231, 0.000484, -0.000250 
-0.000239, 0.000502, -0.000259 
-0.000247, 0.000519, -0.000268 
-0.000255, 0.000536, -0.000277 
-0.000263, 0.000553, -0.000286 
-0.000272, 0.000571, -0.000295 
-0.000280, 0.000588, -0.000304 
-0.000288, 0.000605, -0.000313 
-0.000296, 0.000622, -0.000322 
-0.000305, 0.000640, -0.000330 
-0.000313, 0.000657, -0.000339 
-0.000321, 0.000674, -0.000348 
-0.000329, 0.000691, -0.000357 
-0.000337, 0.000709, -0.000366 
-0.000346, 0.000726, -0.000375 
-0.000354, 0.000743, -0.000384 
-0.000362, 0.000761, -0.000393 
-0.000953, 0.000904, 0.005859 
-0.000972, 0.000918, 0.006005 
-0.001003, 0.000940, 0.006245 
-0.001034, 0.000962, 0.006482 
-0.001065, 0.000984, 0.006721 
-0.001096, 0.001006, 0.006961 
-0.001127, 0.001028, 0.007200 
-0.001158, 0.001049, 0.007436 
-0.001190, 0.001072, 0.007677 
-0.001221, 0.001094, 0.007920 
-0.001252, 0.001116, 0.008159 
-0.001283, 0.001138, 0.008397 
-0.001314, 0.001160, 0.008633 
-0.001345, 0.001182, 0.008872 
-0.001376, 0.001203, 0.009109 
-0.001407, 0.001226, 0.009349 
-0.001439, 0.001248, 0.009588 
-0.001470, 0.001269, 0.009826 
-0.001501, 0.001291, 0.010065 
-0.001532, 0.001313, 0.010303 
-0.001790, 0.000117, 0.002321 
-0.001817, 0.000099, 0.002258 
-0.001857, 0.000072, 0.002165 
-0.001897, 0.000045, 0.002073 
-0.001936, 0.000018, 0.001981 
-0.001976, -0.000009, 0.001888 
-0.002016, -0.000035, 0.001796 
-0.002055, -0.000062, 0.001704 
-0.002096, -0.000090, 0.001611 
-0.002136, -0.000117, 0.001518 
-0.002175, -0.000143, 0.001426 
-0.002215, -0.000170, 0.001334 
-0.002254, -0.000197, 0.001242 
-0.002295, -0.000224, 0.001147 
-0.002335, -0.000251, 0.001055 
