x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.006799, 0.009047, -0.000330 
0.006801, 0.009050, -0.000330 
0.006966, 0.009270, -0.000338 
0.007130, 0.009488, -0.000346 
0.007293, 0.009705, -0.000354 
0.007457, 0.009923, -0.000362 
0.007620, 0.010139, -0.000369 
0.007781, 0.010355, -0.000377 
0.007944, 0.010571, -0.000385 
0.008109, 0.010791, -0.000393 
0.008272, 0.011007, -0.000401 
0.008436, 0.011226, -0.000409 
0.008597, 0.011440, -0.000417 
0.008761, 0.011658, -0.000425 
0.008922, 0.011873, -0.000433 
0.009086, 0.012090, -0.000441 
0.009251, 0.012310, -0.000449 
0.009412, 0.012524, -0.000456 
0.009575, 0.012741, -0.000464 
0.005792, 0.007500, 0.000483 
0.005793, 0.007502, 0.000483 
0.005856, 0.007580, 0.000499 
0.005919, 0.007659, 0.000515 
0.005982, 0.007737, 0.000531 
0.006044, 0.007815, 0.000546 
0.006107, 0.007894, 0.000562 
0.006170, 0.007972, 0.000578 
0.006231, 0.008049, 0.000593 
0.006295, 0.008129, 0.000609 
0.006356, 0.008205, 0.000625 
0.006419, 0.008284, 0.000640 
0.006481, 0.008362, 0.000656 
0.006544, 0.008440, 0.000672 
0.006606, 0.008517, 0.000687 
0.006669, 0.008596, 0.000703 
0.006732, 0.008675, 0.000719 
0.006793, 0.008751, 0.000734 
0.006856, 0.008830, 0.000750 
0.006919, 0.008908, 0.000766 
0.008818, 0.008839, 0.000641 
0.008820, 0.008840, 0.000641 
0.008919, 0.008908, 0.000652 
0.009025, 0.008981, 0.000664 
0.009131, 0.009054, 0.000676 
0.009236, 0.009125, 0.000687 
0.009342, 0.009198, 0.000699 
0.009448, 0.009271, 0.000711 
0.009553, 0.009343, 0.000723 
0.009660, 0.009417, 0.000735 
0.009765, 0.009488, 0.000747 
0.009870, 0.009561, 0.000759 
0.009975, 0.009633, 0.000770 
0.010081, 0.009705, 0.000782 
0.010188, 0.009779, 0.000794 
0.010293, 0.009851, 0.000806 
0.010400, 0.009924, 0.000818 
0.010505, 0.009996, 0.000830 
0.010611, 0.010069, 0.000842 
0.010715, 0.010140, 0.000853 
0.008572, 0.005238, 0.000651 
