x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000061, -0.003710, 0.007304 
-0.000063, -0.003815, 0.007510 
-0.000065, -0.003963, 0.007801 
-0.000068, -0.004112, 0.008095 
-0.000070, -0.004265, 0.008397 
-0.000072, -0.004408, 0.008678 
-0.000075, -0.004557, 0.008972 
-0.000077, -0.004705, 0.009263 
-0.000080, -0.004853, 0.009555 
-0.000082, -0.005002, 0.009847 
-0.000085, -0.005150, 0.010139 
-0.000087, -0.005299, 0.010432 
-0.000090, -0.005447, 0.010723 
-0.000092, -0.005595, 0.011015 
-0.000094, -0.005745, 0.011309 
-0.000097, -0.005893, 0.011601 
-0.000099, -0.006041, 0.011893 
-0.000102, -0.006190, 0.012185 
-0.000104, -0.006338, 0.012478 
0.000594, -0.007656, 0.005526 
0.000618, -0.007826, 0.005512 
0.000645, -0.008024, 0.005496 
0.000672, -0.008221, 0.005480 
0.000699, -0.008419, 0.005464 
0.000727, -0.008615, 0.005448 
0.000754, -0.008812, 0.005432 
0.000781, -0.009010, 0.005416 
0.000808, -0.009206, 0.005400 
0.000836, -0.009404, 0.005384 
0.000863, -0.009601, 0.005368 
0.000890, -0.009798, 0.005352 
0.000917, -0.009995, 0.005336 
0.000945, -0.010193, 0.005320 
0.000972, -0.010390, 0.005304 
0.000999, -0.010586, 0.005288 
0.001026, -0.010783, 0.005272 
0.001053, -0.010981, 0.005256 
0.001081, -0.011177, 0.005241 
0.001108, -0.011374, 0.005225 
0.000525, -0.012360, 0.005430 
0.000525, -0.012532, 0.005425 
0.000526, -0.012761, 0.005419 
0.000527, -0.012990, 0.005413 
0.000528, -0.013219, 0.005406 
0.000529, -0.013446, 0.005400 
0.000531, -0.013675, 0.005393 
0.000532, -0.013904, 0.005387 
0.000533, -0.014132, 0.005381 
0.000534, -0.014518, 0.005370 
0.000535, -0.014589, 0.005368 
0.000537, -0.015075, 0.005354 
0.000537, -0.015082, 0.005354 
0.000539, -0.015464, 0.005343 
0.000539, -0.015602, 0.005339 
0.000541, -0.016035, 0.005327 
0.000541, -0.016041, 0.005327 
0.000542, -0.016193, 0.005323 
0.000544, -0.016689, 0.005309 
0.000544, -0.016692, 0.005309 
