x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.001643, -0.001040, 0.000278 
0.001680, -0.001063, 0.000284 
0.001746, -0.001105, 0.000295 
0.001812, -0.001147, 0.000306 
0.001878, -0.001188, 0.000317 
0.001943, -0.001230, 0.000328 
0.002008, -0.001271, 0.000339 
0.002075, -0.001313, 0.000350 
0.002142, -0.001356, 0.000362 
0.002208, -0.001397, 0.000373 
0.002273, -0.001438, 0.000384 
0.002338, -0.001480, 0.000395 
0.002403, -0.001521, 0.000406 
0.002470, -0.001563, 0.000417 
0.002536, -0.001605, 0.000428 
0.002601, -0.001647, 0.000439 
0.002668, -0.001689, 0.000451 
0.002732, -0.001729, 0.000461 
0.002798, -0.001771, 0.000472 
0.002863, -0.001812, 0.000483 
0.002489, -0.001983, 0.000683 
0.002518, -0.002012, 0.000695 
0.002565, -0.002058, 0.000713 
0.002612, -0.002104, 0.000732 
0.002659, -0.002151, 0.000750 
0.002706, -0.002196, 0.000769 
0.002753, -0.002243, 0.000787 
0.002801, -0.002290, 0.000806 
0.002847, -0.002336, 0.000825 
0.002895, -0.002382, 0.000843 
0.002941, -0.002428, 0.000862 
0.002988, -0.002474, 0.000880 
0.003035, -0.002520, 0.000899 
0.003082, -0.002567, 0.000917 
0.003129, -0.002613, 0.000936 
0.003176, -0.002659, 0.000954 
0.003223, -0.002705, 0.000973 
0.003275, -0.002756, 0.000993 
0.003316, -0.002797, 0.001010 
0.003364, -0.002844, 0.001028 
0.001513, -0.001130, 0.000521 
0.001508, -0.001127, 0.000520 
0.001478, -0.001101, 0.000517 
0.001447, -0.001075, 0.000514 
0.001416, -0.001049, 0.000511 
0.001386, -0.001024, 0.000508 
0.001355, -0.000998, 0.000505 
0.001325, -0.000972, 0.000501 
0.001294, -0.000947, 0.000498 
0.001264, -0.000921, 0.000495 
0.001234, -0.000895, 0.000492 
0.001203, -0.000870, 0.000489 
0.001172, -0.000844, 0.000486 
0.001142, -0.000818, 0.000483 
0.001112, -0.000793, 0.000480 
0.001063, -0.000752, 0.000475 
0.001051, -0.000741, 0.000473 
0.001020, -0.000716, 0.000470 
0.000990, -0.000690, 0.000467 
0.000960, -0.000665, 0.000464 
0.001891, 0.001596, 0.000330 
