x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.004356, 0.000564, -0.000155 
0.004421, 0.000573, -0.000157 
0.004602, 0.000596, -0.000164 
0.004787, 0.000620, -0.000170 
0.004973, 0.000644, -0.000177 
0.005159, 0.000668, -0.000184 
0.005345, 0.000692, -0.000190 
0.005530, 0.000716, -0.000197 
0.005716, 0.000740, -0.000203 
0.005901, 0.000764, -0.000210 
0.006088, 0.000788, -0.000217 
0.006275, 0.000813, -0.000223 
0.006459, 0.000837, -0.000230 
0.006646, 0.000861, -0.000236 
0.006837, 0.000885, -0.000243 
0.007017, 0.000909, -0.000250 
0.007203, 0.000933, -0.000256 
0.007388, 0.000957, -0.000263 
0.007575, 0.000981, -0.000270 
0.007760, 0.001005, -0.000276 
0.007946, 0.001029, -0.000283 
0.008139, 0.001054, -0.000290 
0.011106, 0.000651, -0.000386 
0.011380, 0.000657, -0.000395 
0.011680, 0.000663, -0.000406 
0.011977, 0.000670, -0.000416 
0.012275, 0.000677, -0.000426 
0.012574, 0.000683, -0.000436 
0.012873, 0.000690, -0.000446 
0.013169, 0.000697, -0.000457 
0.013469, 0.000704, -0.000467 
0.013766, 0.000710, -0.000477 
0.014064, 0.000717, -0.000487 
0.014363, 0.000724, -0.000498 
0.014660, 0.000730, -0.000508 
0.014958, 0.000737, -0.000518 
0.015257, 0.000744, -0.000528 
0.015557, 0.000750, -0.000539 
0.015855, 0.000757, -0.000549 
0.016152, 0.000764, -0.000559 
0.016451, 0.000770, -0.000569 
0.016749, 0.000777, -0.000579 
0.017026, 0.000721, -0.000602 
0.017263, 0.000724, -0.000611 
0.017558, 0.000728, -0.000621 
0.017853, 0.000732, -0.000632 
0.018148, 0.000736, -0.000643 
0.018442, 0.000740, -0.000653 
0.018738, 0.000744, -0.000664 
0.019035, 0.000748, -0.000675 
0.019327, 0.000752, -0.000685 
0.019623, 0.000757, -0.000696 
0.019919, 0.000761, -0.000707 
0.020213, 0.000765, -0.000717 
0.020507, 0.000769, -0.000728 
0.020802, 0.000773, -0.000739 
0.021108, 0.000777, -0.000750 
0.021393, 0.000781, -0.000760 
0.021690, 0.000785, -0.000771 
0.021984, 0.000789, -0.000781 
