x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.003295, 0.003800, -0.012765 
-0.003427, 0.003952, -0.013274 
-0.003597, 0.004148, -0.013933 
-0.003692, 0.004258, -0.014303 
-0.003824, 0.004410, -0.014815 
-0.003956, 0.004562, -0.015325 
-0.004089, 0.004716, -0.015841 
-0.004222, 0.004869, -0.016355 
-0.004355, 0.005023, -0.016872 
-0.004486, 0.005174, -0.017380 
-0.004618, 0.005326, -0.017892 
-0.004751, 0.005479, -0.018404 
-0.004884, 0.005632, -0.018920 
-0.005016, 0.005784, -0.019431 
-0.005149, 0.005938, -0.019947 
-0.005281, 0.006090, -0.020458 
-0.005414, 0.006243, -0.020972 
-0.005545, 0.006395, -0.021481 
-0.005677, 0.006547, -0.021992 
-0.005809, 0.006699, -0.022505 
-0.004181, 0.005567, -0.010204 
-0.004230, 0.005647, -0.010199 
-0.004290, 0.005747, -0.010194 
-0.004351, 0.005847, -0.010188 
-0.004412, 0.005947, -0.010182 
-0.004472, 0.006047, -0.010177 
-0.004533, 0.006147, -0.010171 
-0.004594, 0.006247, -0.010165 
-0.004654, 0.006347, -0.010159 
-0.004715, 0.006446, -0.010154 
-0.004775, 0.006546, -0.010148 
-0.004836, 0.006645, -0.010142 
-0.004897, 0.006746, -0.010137 
-0.004957, 0.006846, -0.010131 
-0.005019, 0.006947, -0.010125 
-0.005079, 0.007045, -0.010120 
-0.005140, 0.007146, -0.010114 
-0.005200, 0.007245, -0.010108 
-0.005260, 0.007344, -0.010103 
-0.003249, 0.007141, -0.010074 
-0.003248, 0.007146, -0.010074 
-0.003225, 0.007216, -0.010068 
-0.003199, 0.007300, -0.010062 
-0.003173, 0.007383, -0.010055 
-0.003147, 0.007466, -0.010049 
-0.003121, 0.007549, -0.010043 
-0.003095, 0.007632, -0.010036 
-0.003068, 0.007715, -0.010030 
-0.003042, 0.007798, -0.010024 
-0.003016, 0.007881, -0.010017 
-0.002989, 0.007966, -0.010011 
-0.002963, 0.008048, -0.010004 
-0.002938, 0.008131, -0.009998 
-0.002911, 0.008215, -0.009992 
-0.002885, 0.008297, -0.009985 
