x(m), y(m), heading(rad)  
0.000000, 0.000000, -0.001035 
0.000000, 0.000000, -0.001061 
0.000000, 0.000000, -0.001093 
0.000000, 0.000000, -0.001125 
0.000000, 0.000000, -0.001166 
0.000000, 0.000000, -0.001210 
0.000000, 0.000000, -0.001237 
0.000000, 0.000000, -0.001263 
0.000000, 0.000000, -0.001303 
0.000000, 0.000000, -0.001346 
0.000000, 0.000000, -0.001370 
0.000000, 0.000000, -0.001390 
0.000000, 0.000000, -0.001454 
0.000000, 0.000000, -0.001488 
0.000000, 0.000000, -0.001524 
0.000000, 0.000000, -0.001556 
0.000000, 0.000000, -0.001592 
0.000000, 0.000000, -0.001629 
0.000000, 0.000000, -0.001670 
0.000000, 0.000000, -0.001712 
0.000000, 0.000000, -0.001751 
0.000000, 0.000000, -0.001788 
0.000000, 0.000000, -0.001828 
0.000000, 0.000000, -0.001870 
0.000000, 0.000000, -0.001905 
0.000000, 0.000000, -0.001937 
0.000000, 0.000000, -0.001975 
0.000000, 0.000000, -0.002019 
0.000000, 0.000000, -0.002057 
0.000000, 0.000000, -0.002094 
0.000000, 0.000000, -0.002130 
0.000000, 0.000000, -0.002167 
0.000000, 0.000000, -0.002198 
0.000000, 0.000000, -0.002225 
0.000000, 0.000000, -0.002257 
0.000000, 0.000000, -0.002293 
0.000000, 0.000000, -0.002331 
0.000000, 0.000000, -0.002367 
0.000000, 0.000000, -0.002409 
0.000000, 0.000000, -0.002458 
-0.000085, 0.000088, -0.002493 
-0.000086, 0.000089, -0.002511 
-0.000087, 0.000090, -0.002549 
-0.000089, 0.000092, -0.002586 
-0.000090, 0.000093, -0.002625 
-0.000091, 0.000095, -0.002669 
-0.000093, 0.000096, -0.002709 
-0.000094, 0.000097, -0.002746 
-0.000095, 0.000099, -0.002785 
-0.000097, 0.000100, -0.002827 
-0.000098, 0.000102, -0.002867 
-0.000100, 0.000103, -0.002905 
-0.000101, 0.000104, -0.002939 
-0.000102, 0.000106, -0.002965 
-0.000104, 0.000107, -0.002997 
-0.000105, 0.000109, -0.003039 
-0.000106, 0.000110, -0.003079 
-0.000108, 0.000112, -0.003117 
-0.000109, 0.000113, -0.003153 
-0.000111, 0.000114, -0.003191 
-0.000112, 0.000116, -0.003227 
-0.000113, 0.000117, -0.003258 
-0.000115, 0.000119, -0.003292 
-0.000116, 0.000120, -0.003335 
-0.000117, 0.000121, -0.003376 
-0.000119, 0.000123, -0.003414 
-0.000120, 0.000124, -0.003452 
-0.000122, 0.000126, -0.003495 
-0.000123, 0.000127, -0.003536 
-0.000124, 0.000129, -0.003579 
-0.000126, 0.000130, -0.003621 
-0.000127, 0.000131, -0.003663 
-0.000128, 0.000133, -0.003706 
-0.000130, 0.000134, -0.003749 
-0.000131, 0.000136, -0.003792 
-0.000133, 0.000137, -0.003837 
-0.000134, 0.000138, -0.003874 
-0.000135, 0.000140, -0.003906 
-0.000137, 0.000141, -0.003937 
-0.000138, 0.000143, -0.003970 
-0.000657, -0.001366, -0.004110 
-0.000658, -0.001367, -0.004112 
-0.000660, -0.001372, -0.004120 
-0.000669, -0.001394, -0.004157 
-0.000679, -0.001417, -0.004196 
-0.000689, -0.001440, -0.004234 
-0.000698, -0.001462, -0.004272 
-0.000707, -0.001485, -0.004317 
-0.000717, -0.001507, -0.004366 
-0.000727, -0.001530, -0.004409 
-0.000736, -0.001553, -0.004452 
-0.000746, -0.001576, -0.004507 
-0.000756, -0.001598, -0.004559 
-0.000765, -0.001621, -0.004593 
-0.000775, -0.001644, -0.004626 
-0.000784, -0.001666, -0.004661 
-0.000794, -0.001689, -0.004700 
-0.000803, -0.001712, -0.004737 
-0.000813, -0.001734, -0.004775 
-0.000823, -0.001757, -0.004821 
-0.000832, -0.001779, -0.004868 
-0.000842, -0.001802, -0.004899 
-0.000851, -0.001825, -0.004926 
-0.000861, -0.001847, -0.004956 
-0.000870, -0.001870, -0.004989 
-0.000880, -0.001893, -0.005017 
-0.000890, -0.001915, -0.005044 
-0.000899, -0.001938, -0.005074 
-0.000909, -0.001961, -0.005107 
-0.000918, -0.001983, -0.005131 
-0.000928, -0.002006, -0.005152 
-0.000937, -0.002029, -0.005177 
-0.000947, -0.002051, -0.005204 
-0.000957, -0.002074, -0.005242 
-0.000966, -0.002096, -0.005284 
-0.000976, -0.002119, -0.005330 
-0.000985, -0.002142, -0.005379 
-0.000995, -0.002164, -0.005423 
-0.001005, -0.002188, -0.005467 
-0.001014, -0.002210, -0.005508 
-0.002178, -0.003142, -0.005919 
-0.002197, -0.003166, -0.005947 
-0.002225, -0.003203, -0.005991 
-0.002253, -0.003240, -0.006040 
-0.002282, -0.003278, -0.006096 
-0.002310, -0.003315, -0.006144 
-0.002338, -0.003352, -0.006188 
-0.002366, -0.003390, -0.006228 
-0.002394, -0.003427, -0.006267 
-0.002423, -0.003464, -0.006307 
-0.002451, -0.003501, -0.006351 
-0.002479, -0.003538, -0.006392 
-0.002507, -0.003576, -0.006431 
-0.002535, -0.003613, -0.006469 
-0.002563, -0.003650, -0.006507 
-0.002615, -0.003718, -0.006584 
-0.002620, -0.003725, -0.006592 
-0.002648, -0.003762, -0.006637 
-0.002676, -0.003799, -0.006687 
-0.002705, -0.003837, -0.006736 
