x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.001234, -0.000548, -0.000432 
0.001248, -0.000555, -0.000437 
0.001268, -0.000564, -0.000444 
0.001288, -0.000573, -0.000451 
0.001309, -0.000582, -0.000458 
0.001329, -0.000591, -0.000466 
0.001349, -0.000600, -0.000473 
0.001369, -0.000608, -0.000480 
0.001391, -0.000618, -0.000487 
0.001410, -0.000626, -0.000494 
0.001430, -0.000636, -0.000501 
0.001451, -0.000645, -0.000508 
0.001471, -0.000653, -0.000515 
0.001491, -0.000662, -0.000522 
0.001511, -0.000671, -0.000529 
0.001532, -0.000681, -0.000536 
0.001552, -0.000690, -0.000543 
0.001572, -0.000699, -0.000551 
0.001592, -0.000707, -0.000558 
0.001612, -0.000716, -0.000565 
0.001632, -0.000725, -0.000572 
0.001653, -0.000734, -0.000579 
0.001673, -0.000743, -0.000586 
0.001693, -0.000752, -0.000593 
0.001714, -0.000761, -0.000600 
0.001737, -0.000772, -0.000608 
0.001754, -0.000779, -0.000614 
0.001774, -0.000788, -0.000621 
0.001794, -0.000797, -0.000628 
0.001815, -0.000806, -0.000636 
0.001835, -0.000815, -0.000643 
0.001855, -0.000824, -0.000650 
0.001875, -0.000833, -0.000657 
0.001896, -0.000842, -0.000664 
0.001916, -0.000851, -0.000671 
0.001936, -0.000860, -0.000678 
0.001956, -0.000869, -0.000685 
0.001977, -0.000878, -0.000692 
0.001997, -0.000887, -0.000699 
0.002017, -0.000896, -0.000706 
0.003768, -0.002041, -0.001016 
0.003779, -0.002047, -0.001019 
