x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.003162, -0.001141, -0.000348 
-0.003164, -0.001142, -0.000348 
-0.003266, -0.001178, -0.000359 
-0.003390, -0.001223, -0.000373 
-0.003514, -0.001268, -0.000387 
-0.003638, -0.001313, -0.000400 
-0.003762, -0.001357, -0.000414 
-0.003886, -0.001402, -0.000428 
-0.004010, -0.001447, -0.000441 
-0.004134, -0.001492, -0.000455 
-0.004258, -0.001537, -0.000469 
-0.004382, -0.001581, -0.000482 
-0.004506, -0.001626, -0.000496 
-0.004633, -0.001672, -0.000510 
-0.004755, -0.001716, -0.000523 
-0.004879, -0.001760, -0.000537 
-0.005003, -0.001805, -0.000551 
-0.005126, -0.001850, -0.000564 
-0.005250, -0.001895, -0.000578 
-0.003809, -0.001945, 0.009630 
-0.003856, -0.001983, 0.009988 
-0.003912, -0.002028, 0.010415 
-0.003968, -0.002073, 0.010840 
-0.004024, -0.002118, 0.011264 
-0.004080, -0.002162, 0.011691 
-0.004137, -0.002207, 0.012116 
-0.004195, -0.002253, 0.012556 
-0.004249, -0.002297, 0.012966 
-0.004304, -0.002341, 0.013390 
-0.004361, -0.002386, 0.013816 
-0.004417, -0.002431, 0.014243 
-0.004473, -0.002476, 0.014669 
-0.004529, -0.002520, 0.015091 
-0.004585, -0.002565, 0.015520 
-0.004641, -0.002610, 0.015940 
-0.004697, -0.002654, 0.016366 
-0.004753, -0.002699, 0.016791 
-0.004809, -0.002744, 0.017215 
-0.004865, -0.002788, 0.017639 
-0.005678, -0.001478, -0.001750 
-0.005718, -0.001472, -0.001946 
-0.005805, -0.001458, -0.002376 
-0.005892, -0.001444, -0.002801 
-0.005979, -0.001430, -0.003228 
-0.006066, -0.001416, -0.003655 
-0.006153, -0.001402, -0.004083 
-0.006240, -0.001388, -0.004511 
-0.006327, -0.001374, -0.004937 
-0.006414, -0.001360, -0.005366 
-0.006501, -0.001346, -0.005796 
-0.006588, -0.001332, -0.006219 
-0.006675, -0.001318, -0.006648 
-0.006762, -0.001305, -0.007074 
-0.006848, -0.001291, -0.007501 
-0.006936, -0.001277, -0.007929 
-0.007023, -0.001263, -0.008358 
