x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000128, -0.000905, 0.000869 
-0.000129, -0.000916, 0.000880 
-0.000132, -0.000937, 0.000899 
-0.000135, -0.000957, 0.000919 
-0.000138, -0.000978, 0.000939 
-0.000141, -0.000998, 0.000958 
-0.000144, -0.001019, 0.000978 
-0.000146, -0.001039, 0.000998 
-0.000149, -0.001060, 0.001018 
-0.000152, -0.001081, 0.001037 
-0.000155, -0.001101, 0.001057 
-0.000158, -0.001122, 0.001077 
-0.000161, -0.001142, 0.001096 
-0.000164, -0.001163, 0.001116 
-0.000167, -0.001183, 0.001136 
-0.000172, -0.001222, 0.001173 
-0.000172, -0.001224, 0.001175 
-0.000178, -0.001266, 0.001216 
-0.000179, -0.001267, 0.001217 
-0.000181, -0.001286, 0.001234 
-0.000186, -0.001320, 0.001268 
-0.000187, -0.001329, 0.001276 
-0.001971, -0.005486, 0.015583 
-0.002059, -0.005708, 0.016288 
-0.002212, -0.006092, 0.017508 
-0.002213, -0.006095, 0.017519 
-0.002264, -0.006222, 0.017922 
-0.002346, -0.006429, 0.018579 
-0.002471, -0.006743, 0.019574 
-0.002483, -0.006774, 0.019673 
-0.002589, -0.007041, 0.020521 
-0.002630, -0.007143, 0.020845 
-0.002735, -0.007405, 0.021679 
-0.002837, -0.007664, 0.022500 
-0.002850, -0.007695, 0.022596 
-0.002960, -0.007973, 0.023480 
-0.002996, -0.008063, 0.023767 
-0.003104, -0.008333, 0.024624 
