x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.003103, -0.000321, -0.000250 
0.003175, -0.000328, -0.000256 
0.003298, -0.000341, -0.000266 
0.003421, -0.000354, -0.000276 
0.003544, -0.000367, -0.000286 
0.003667, -0.000379, -0.000296 
0.003790, -0.000392, -0.000306 
0.003913, -0.000405, -0.000316 
0.004035, -0.000417, -0.000326 
0.004159, -0.000430, -0.000336 
0.004281, -0.000443, -0.000345 
0.004404, -0.000455, -0.000355 
0.004527, -0.000468, -0.000365 
0.004650, -0.000481, -0.000375 
0.004772, -0.000494, -0.000385 
0.004895, -0.000506, -0.000395 
0.005018, -0.000519, -0.000405 
0.005141, -0.000532, -0.000415 
0.005265, -0.000544, -0.000425 
0.005387, -0.000557, -0.000435 
0.006815, -0.000461, -0.000670 
0.006895, -0.000465, -0.000678 
0.007067, -0.000473, -0.000697 
0.007240, -0.000481, -0.000716 
0.007412, -0.000489, -0.000734 
0.007584, -0.000497, -0.000753 
0.007757, -0.000506, -0.000772 
0.007928, -0.000514, -0.000790 
0.008100, -0.000522, -0.000809 
0.008272, -0.000530, -0.000827 
0.008444, -0.000538, -0.000846 
0.008616, -0.000546, -0.000865 
0.008788, -0.000554, -0.000883 
0.008961, -0.000563, -0.000902 
0.009132, -0.000571, -0.000920 
0.009305, -0.000579, -0.000939 
0.009477, -0.000587, -0.000958 
0.009648, -0.000595, -0.000976 
0.009820, -0.000603, -0.000995 
0.009993, -0.000611, -0.001014 
0.010263, -0.001211, -0.000578 
0.010303, -0.001218, -0.000578 
0.010473, -0.001249, -0.000578 
0.010647, -0.001281, -0.000578 
0.010816, -0.001312, -0.000578 
0.010986, -0.001343, -0.000578 
0.011158, -0.001375, -0.000578 
0.011328, -0.001406, -0.000578 
0.011498, -0.001437, -0.000578 
0.011669, -0.001469, -0.000578 
0.011839, -0.001500, -0.000578 
0.012009, -0.001531, -0.000578 
0.012182, -0.001563, -0.000578 
0.012353, -0.001594, -0.000578 
0.012523, -0.001625, -0.000578 
0.012693, -0.001656, -0.000578 
0.012865, -0.001688, -0.000579 
0.013035, -0.001719, -0.000579 
0.013207, -0.001751, -0.000579 
