x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000546, 0.004965, 0.001411 
0.000547, 0.004969, 0.001412 
0.000552, 0.005017, 0.001426 
0.000565, 0.005138, 0.001460 
0.000579, 0.005260, 0.001495 
0.000592, 0.005379, 0.001529 
0.000605, 0.005499, 0.001563 
0.000619, 0.005622, 0.001598 
0.000632, 0.005741, 0.001632 
0.000645, 0.005861, 0.001665 
0.000658, 0.005982, 0.001700 
0.000672, 0.006103, 0.001734 
0.000685, 0.006224, 0.001769 
0.000698, 0.006346, 0.001803 
0.000711, 0.006465, 0.001837 
0.000725, 0.006590, 0.001873 
0.000738, 0.006704, 0.001905 
0.000751, 0.006825, 0.001939 
0.000764, 0.006948, 0.001974 
0.000777, 0.007066, 0.002008 
0.000791, 0.007188, 0.002043 
0.001113, 0.004672, 0.001138 
0.001114, 0.004675, 0.001139 
0.001135, 0.004729, 0.001149 
0.001155, 0.004784, 0.001161 
0.001176, 0.004838, 0.001171 
0.001196, 0.004892, 0.001182 
0.001216, 0.004948, 0.001193 
0.001237, 0.005002, 0.001204 
0.001257, 0.005056, 0.001215 
0.001277, 0.005111, 0.001226 
0.001298, 0.005165, 0.001237 
0.001332, 0.005257, 0.001256 
0.001338, 0.005275, 0.001259 
0.001359, 0.005329, 0.001270 
0.001379, 0.005383, 0.001281 
0.001399, 0.005438, 0.001292 
0.001420, 0.005493, 0.001303 
0.001440, 0.005547, 0.001314 
0.001461, 0.005602, 0.001325 
0.001482, 0.005658, 0.001336 
0.005624, 0.005072, 0.001301 
0.005627, 0.005073, 0.001302 
0.005740, 0.005111, 0.001311 
0.005856, 0.005149, 0.001321 
0.005973, 0.005187, 0.001330 
0.006091, 0.005226, 0.001340 
0.006206, 0.005264, 0.001350 
0.006323, 0.005303, 0.001359 
0.006438, 0.005341, 0.001369 
0.006555, 0.005379, 0.001379 
0.006673, 0.005418, 0.001388 
0.006787, 0.005456, 0.001398 
0.006904, 0.005494, 0.001407 
0.007020, 0.005532, 0.001417 
0.007136, 0.005570, 0.001427 
0.007252, 0.005609, 0.001436 
0.007369, 0.005647, 0.001446 
0.007486, 0.005686, 0.001456 
0.007603, 0.005724, 0.001465 
0.005431, 0.000234, 0.001094 
0.005433, 0.000231, 0.001094 
