x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.004551, -0.002787, 0.000485 
0.004553, -0.002788, 0.000485 
0.004648, -0.002846, 0.000495 
0.004757, -0.002913, 0.000507 
0.004868, -0.002981, 0.000519 
0.004977, -0.003048, 0.000530 
0.005085, -0.003114, 0.000542 
0.005193, -0.003180, 0.000553 
0.005302, -0.003247, 0.000565 
0.005410, -0.003313, 0.000576 
0.005519, -0.003380, 0.000588 
0.005628, -0.003447, 0.000600 
0.005738, -0.003513, 0.000611 
0.005845, -0.003579, 0.000623 
0.005954, -0.003646, 0.000634 
0.006064, -0.003714, 0.000646 
0.006172, -0.003780, 0.000658 
0.006281, -0.003846, 0.000669 
0.006390, -0.003913, 0.000681 
0.006593, -0.004037, 0.000702 
0.007645, -0.001112, 0.000762 
0.007702, -0.001109, 0.000768 
0.007717, -0.001109, 0.000769 
0.007849, -0.001104, 0.000782 
0.007978, -0.001099, 0.000795 
0.008109, -0.001094, 0.000807 
0.008237, -0.001089, 0.000820 
0.008366, -0.001084, 0.000832 
0.008496, -0.001079, 0.000845 
0.008626, -0.001074, 0.000858 
0.008757, -0.001069, 0.000870 
0.008885, -0.001064, 0.000883 
0.009014, -0.001059, 0.000895 
0.009144, -0.001054, 0.000908 
0.009273, -0.001049, 0.000920 
0.009403, -0.001044, 0.000933 
0.009534, -0.001039, 0.000946 
0.009662, -0.001035, 0.000958 
0.009792, -0.001030, 0.000971 
0.009922, -0.001025, 0.000983 
0.007214, 0.003328, 0.001641 
0.007215, 0.003330, 0.001642 
0.007262, 0.003415, 0.001663 
0.007321, 0.003524, 0.001691 
0.007380, 0.003632, 0.001719 
0.007438, 0.003739, 0.001746 
0.007497, 0.003847, 0.001774 
0.007557, 0.003957, 0.001802 
0.007615, 0.004065, 0.001829 
0.007674, 0.004172, 0.001856 
0.007733, 0.004281, 0.001884 
0.007791, 0.004387, 0.001911 
0.007850, 0.004496, 0.001939 
0.007908, 0.004603, 0.001966 
0.007967, 0.004711, 0.001994 
0.008026, 0.004820, 0.002022 
0.008085, 0.004928, 0.002049 
0.008143, 0.005035, 0.002077 
0.008201, 0.005142, 0.002104 
0.008259, 0.005249, 0.002131 
