x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.006294, 0.002880, 0.000253 
0.006377, 0.002918, 0.000256 
0.006533, 0.002990, 0.000262 
0.006687, 0.003060, 0.000269 
0.006844, 0.003132, 0.000275 
0.006996, 0.003201, 0.000281 
0.007150, 0.003272, 0.000287 
0.007304, 0.003342, 0.000293 
0.007460, 0.003414, 0.000300 
0.007613, 0.003484, 0.000306 
0.007770, 0.003556, 0.000312 
0.007925, 0.003626, 0.000318 
0.008080, 0.003697, 0.000325 
0.008232, 0.003767, 0.000331 
0.008386, 0.003838, 0.000337 
0.008542, 0.003909, 0.000343 
0.008695, 0.003979, 0.000349 
0.008850, 0.004050, 0.000356 
0.009004, 0.004120, 0.000362 
0.009158, 0.004191, 0.000368 
0.004336, 0.003568, 0.000764 
0.004336, 0.003568, 0.000764 
0.004353, 0.003598, 0.000773 
0.004385, 0.003652, 0.000788 
0.004415, 0.003702, 0.000803 
0.004445, 0.003753, 0.000818 
0.004475, 0.003805, 0.000834 
0.004522, 0.003884, 0.000857 
0.004536, 0.003909, 0.000864 
0.004567, 0.003960, 0.000880 
0.004597, 0.004012, 0.000895 
0.004627, 0.004064, 0.000910 
0.004658, 0.004115, 0.000926 
0.004688, 0.004167, 0.000941 
0.004719, 0.004220, 0.000956 
0.004749, 0.004271, 0.000972 
0.004780, 0.004323, 0.000987 
0.004810, 0.004374, 0.001002 
0.004840, 0.004426, 0.001017 
0.004871, 0.004478, 0.001033 
0.004901, 0.004530, 0.001048 
0.010083, 0.007014, -0.001311 
0.010086, 0.007016, -0.001311 
0.010133, 0.007050, -0.001324 
0.010281, 0.007156, -0.001364 
0.010430, 0.007262, -0.001404 
0.010578, 0.007368, -0.001445 
0.010727, 0.007474, -0.001485 
0.010877, 0.007582, -0.001526 
0.011024, 0.007686, -0.001565 
0.011173, 0.007793, -0.001606 
0.011320, 0.007898, -0.001645 
0.011467, 0.008003, -0.001685 
0.011617, 0.008110, -0.001726 
0.011765, 0.008216, -0.001766 
0.011915, 0.008323, -0.001807 
0.012063, 0.008429, -0.001846 
0.012210, 0.008534, -0.001886 
0.012359, 0.008640, -0.001927 
0.012508, 0.008747, -0.001967 
