x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
-0.000364, -0.001334, 0.008267 
-0.000366, -0.001340, 0.008306 
-0.000370, -0.001355, 0.008401 
-0.000394, -0.001442, 0.008940 
-0.000396, -0.001452, 0.008999 
-0.000418, -0.001530, 0.009484 
-0.000423, -0.001549, 0.009602 
-0.000443, -0.001622, 0.010050 
-0.000449, -0.001646, 0.010205 
-0.000470, -0.001722, 0.010675 
-0.000476, -0.001743, 0.010804 
-0.000491, -0.001797, 0.011140 
-0.000502, -0.001841, 0.011408 
-0.000516, -0.001889, 0.011707 
-0.000529, -0.001937, 0.012008 
-0.000542, -0.001986, 0.012307 
-0.000555, -0.002034, 0.012610 
-0.000569, -0.002083, 0.012911 
-0.000582, -0.002132, 0.013213 
-0.001069, -0.001058, -0.001258 
-0.001074, -0.001058, -0.001303 
-0.001106, -0.001061, -0.001590 
-0.001138, -0.001064, -0.001880 
-0.001169, -0.001067, -0.002169 
-0.001221, -0.001072, -0.002642 
-0.001233, -0.001073, -0.002750 
-0.001263, -0.001076, -0.003026 
-0.001294, -0.001079, -0.003313 
-0.001326, -0.001083, -0.003599 
-0.001357, -0.001086, -0.003888 
-0.001389, -0.001089, -0.004179 
-0.001420, -0.001092, -0.004458 
-0.001451, -0.001095, -0.004743 
-0.001482, -0.001098, -0.005029 
-0.001513, -0.001101, -0.005315 
-0.001545, -0.001104, -0.005605 
-0.001577, -0.001107, -0.005895 
-0.001608, -0.001110, -0.006176 
-0.001639, -0.001113, -0.006462 
-0.001670, -0.001116, -0.006749 
-0.001672, -0.001449, 0.000090 
-0.001690, -0.001459, 0.000085 
-0.001720, -0.001474, 0.000078 
-0.001751, -0.001490, 0.000070 
-0.001780, -0.001506, 0.000063 
-0.001810, -0.001522, 0.000055 
-0.001840, -0.001537, 0.000047 
-0.001870, -0.001553, 0.000040 
-0.001899, -0.001569, 0.000032 
-0.001929, -0.001585, 0.000025 
-0.001959, -0.001600, 0.000017 
-0.001988, -0.001616, 0.000009 
-0.002019, -0.001632, 0.000002 
-0.002049, -0.001648, -0.000006 
-0.002078, -0.001663, -0.000013 
-0.002108, -0.001679, -0.000021 
-0.002138, -0.001695, -0.000029 
