x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000000, 0.000000, 0.000000 
0.000807, -0.008257, 0.000089 
0.000817, -0.008355, 0.000090 
0.000837, -0.008559, 0.000093 
0.000856, -0.008762, 0.000095 
0.000876, -0.008965, 0.000097 
0.000896, -0.009166, 0.000099 
0.000916, -0.009370, 0.000101 
0.000936, -0.009574, 0.000104 
0.000956, -0.009776, 0.000106 
0.000975, -0.009978, 0.000108 
0.000995, -0.010182, 0.000110 
0.001015, -0.010385, 0.000112 
0.001035, -0.010588, 0.000115 
0.001055, -0.010789, 0.000117 
0.001074, -0.010992, 0.000119 
0.001094, -0.011196, 0.000121 
0.001114, -0.011399, 0.000123 
0.001134, -0.011600, 0.000125 
0.001154, -0.011804, 0.000128 
0.001174, -0.012008, 0.000130 
0.001481, -0.009876, -0.000490 
0.001502, -0.009991, -0.000500 
0.001529, -0.010136, -0.000513 
0.001555, -0.010279, -0.000526 
0.001582, -0.010423, -0.000540 
0.001609, -0.010567, -0.000553 
0.001636, -0.010712, -0.000566 
0.001663, -0.010857, -0.000579 
0.001689, -0.011001, -0.000592 
0.001716, -0.011144, -0.000605 
0.001743, -0.011289, -0.000618 
0.001770, -0.011433, -0.000632 
0.001797, -0.011578, -0.000645 
0.001823, -0.011721, -0.000658 
0.001850, -0.011866, -0.000671 
0.001877, -0.012010, -0.000684 
0.001904, -0.012154, -0.000697 
0.001930, -0.012298, -0.000710 
0.001957, -0.012443, -0.000724 
0.001984, -0.012588, -0.000737 
0.002867, -0.010945, -0.001279 
0.002911, -0.011038, -0.001304 
0.002959, -0.011139, -0.001330 
0.003007, -0.011239, -0.001356 
0.003055, -0.011339, -0.001382 
0.003102, -0.011438, -0.001408 
0.003151, -0.011539, -0.001435 
0.003199, -0.011639, -0.001461 
0.003246, -0.011738, -0.001487 
0.003294, -0.011838, -0.001513 
0.003342, -0.011939, -0.001540 
0.003390, -0.012038, -0.001566 
0.003438, -0.012139, -0.001592 
0.003485, -0.012238, -0.001618 
0.003533, -0.012338, -0.001644 
0.003582, -0.012440, -0.001671 
0.003629, -0.012538, -0.001697 
0.003677, -0.012638, -0.001723 
0.003725, -0.012738, -0.001749 
0.003773, -0.012838, -0.001775 
