x(m), y(m), heading(rad)  
0.000000, 0.000000, 0.000000 
0.060887, -0.016761, 0.000154 
0.141716, -0.033205, 0.003553 
0.205549, -0.054599, -0.003060 
0.267440, -0.077771, 0.010793 
0.332198, -0.103760, 0.061135 
0.402342, -0.133083, 0.136057 
0.465128, -0.158743, 0.187199 
0.527288, -0.185045, 0.248224 
0.665004, -0.227788, 0.104062 
0.716359, -0.263634, 0.154993 
0.768031, -0.299935, 0.205719 
0.815095, -0.335712, 0.184612 
0.861241, -0.373950, 0.245768 
0.894813, -0.410620, 0.235196 
0.904032, -0.420858, 0.237959 
0.917611, -0.428348, 0.241404 
0.943877, -0.461310, 0.246645 
1.009987, -0.541651, 0.251670 
1.031193, -0.574926, 0.253064 
1.054701, -0.613037, 0.243726 
1.073750, -0.649113, 0.275433 
1.090595, -0.678434, 0.266479 
1.104619, -0.708919, 0.247382 
1.114734, -0.736516, 0.251247 
1.123166, -0.761579, 0.243111 
1.129926, -0.786891, 0.256567 
1.142124, -0.843732, 0.230346 
1.142878, -0.863923, 0.241457 
1.141979, -0.881408, 0.245060 
1.138998, -0.894601, 0.235962 
1.130673, -0.904183, 0.229702 
1.130968, -0.904024, 0.231323 
1.130593, -0.901947, 0.233657 
1.128563, -0.900637, 0.230670 
1.126914, -0.898173, 0.232772 
1.121081, -0.893127, 0.230934 
1.122353, -0.886488, 0.237361 
1.122478, -0.879639, 0.239045 
1.122608, -0.877248, 0.235947 
1.125441, -0.876006, 0.236558 
1.126834, -0.874968, 0.235032 
1.128141, -0.876200, 0.236887 
1.130260, -0.876358, 0.241123 
1.131114, -0.877260, 0.240910 
1.131123, -0.877674, 0.240722 
1.131134, -0.877659, 0.240440 
1.131893, -0.877910, 0.240148 
1.132337, -0.878297, 0.239898 
1.132472, -0.878703, 0.239763 
1.132171, -0.879037, 0.239582 
1.132078, -0.879219, 0.239403 
1.132270, -0.879494, 0.239304 
1.132328, -0.879532, 0.239199 
1.132353, -0.879695, 0.239080 
1.133257, -0.877586, 0.238853 
1.131121, -0.875522, 0.239962 
1.129506, -0.873848, 0.239473 
1.129207, -0.873851, 0.241550 
1.130694, -0.874998, 0.242636 
1.130771, -0.877084, 0.232920 
1.130641, -0.878318, 0.233233 
1.130938, -0.879432, 0.233598 
1.130550, -0.879481, 0.233825 
1.131359, -0.879890, 0.234045 
1.131109, -0.880030, 0.234247 
1.131731, -0.880408, 0.234472 
1.131551, -0.880347, 0.234685 
1.131102, -0.880509, 0.234879 
1.131432, -0.880482, 0.235052 
1.131398, -0.880543, 0.235291 
1.131451, -0.880062, 0.235381 
1.130397, -0.876488, 0.235655 
1.128730, -0.874919, 0.235684 
1.128165, -0.875268, 0.237341 
1.129133, -0.875868, 0.238931 
1.129366, -0.876249, 0.238751 
1.129670, -0.876894, 0.238630 
1.130063, -0.877672, 0.238535 
1.130417, -0.877474, 0.238340 
1.131170, -0.877406, 0.238205 
1.131048, -0.877353, 0.238043 
1.130491, -0.877290, 0.237897 
1.130768, -0.877478, 0.237793 
1.130506, -0.877694, 0.237705 
1.130382, -0.877603, 0.237631 
1.130822, -0.878084, 0.237591 
1.130896, -0.878094, 0.237516 
1.132289, -0.877640, 0.237453 
1.129998, -0.875759, 0.234650 
1.126674, -0.871003, 0.242211 
1.127139, -0.873032, 0.236438 
1.076104, -0.996169, 1.087039 
1.077130, -0.997204, 1.087065 
1.077919, -0.997470, 1.087188 
1.078375, -0.997600, 1.087209 
1.078806, -0.997849, 1.087314 
1.079245, -0.998381, 1.087422 
1.079113, -0.998651, 1.087464 
1.079719, -0.998655, 1.087530 
